ID,Q2,Q3,Q3.17.s,Q4,Q5,Q6.1,Q6.2,Q6.3,Q7.1,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q9.1,Q9.2,Q9.3,Q10.1,Q10.2,Q10.3,Q11.1,Q11.2,Q11.3,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q15.1,Q15.2,Q15.3,Q16.1,Q16.2,Q16.3,Q16.4,Q17.1,Q17.2,Q17.3,Q17.4,Q18.1,Q18.2,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q19.1,Q19.2,Q19.3,Q19.4,Q19.5,Q19.6,Q19.7,Q20.1,Q20.2,Q20.3,Q20.4,Q20.5,Q20.6,Q20.7,Q21.1,Q21.2,Q21.3,Q21.4,Q21.5,Q21.6,Q21.7,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
1100,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Director,Full-time (5 days) in the office,5,5,5,5,4,5,4,5,5,5,4,5,5,4,5,5,4,5,4,5,4,5,4,5,5,5,5,4,5,4,5,5,5,4,4,5,5,4,5,4,4,5,5,5,4,4,5,5,4,4,5,5,4,5,4,5,5,4,5,4,5,5,5,5,4,5,4,4,36,35-44,Male,Owned house,"$100,000 - $149,999",Married,White,Full-time work,Postgraduate Education,New York,Northeast
1102,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Technical Staff,Full-time (5 days) in the office,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,40,35-44,Male,Rented apartment,"$25,000 - $49,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Missouri,Midwest
1103,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Administrative or Support Staff,Full time (5 days) working remotely,5,5,4,5,5,5,4,4,4,3,3,3,4,4,4,3,3,3,4,3,3,4,4,3,3,3,4,4,4,4,4,3,4,5,5,4,3,3,3,3,3,4,2,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,40,35-44,Female,Owned house,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,South Carolina,South
1105,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Professional Staff,Full time (5 days) working remotely,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,25,25-34,Female,Rented apartment,"$25,000 - $49,999",Divorced,White,Full-time work,Postgraduate Education,South Carolina,South
1106,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Administrative or Support Staff,Full time (5 days) working remotely,4,4,4,4,4,4,3,4,3,3,3,3,2,3,2,4,4,4,4,4,2,3,3,3,2,3,4,4,3,3,3,1,4,3,4,3,4,4,4,4,2,1,2,3,3,3,2,4,4,3,4,3,4,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,24,18-24,Female,Owned house,"$100,000 - $149,999",Single / Never married,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
1107,I worked in an office environment most of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Technical Staff,Full-time (5 days) in the office,4,4,4,4,5,5,4,4,4,5,4,5,4,4,4,5,5,5,4,4,5,4,5,4,5,5,4,4,4,3,4,3,3,4,4,4,5,4,5,5,2,4,4,4,4,2,4,4,4,4,4,3,3,3,4,2,4,4,2,4,4,3,4,4,4,4,4,4,25,25-34,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,West Virginia,South
1108,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full time (5 days) working remotely,3,2,2,3,4,2,3,3,4,4,3,4,2,4,2,4,4,4,5,3,4,4,4,4,5,5,4,4,5,4,4,5,4,5,4,5,5,3,4,5,5,4,4,4,5,4,4,4,4,5,4,4,4,3,4,5,4,4,4,3,5,5,4,5,5,5,4,5,36,35-44,Female,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
1109,I worked in an office environment all of the time,Other (please specify),Human Services,Director,"1 day working remotely, 4 days in the office",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,40,35-44,Female,Rented house,"$50,000 - $79,999",Domestic partnership / Living with partner,White,Full-time work,University/Higher Education,Massachusetts,Northeast
1110,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Manager,Full-time (5 days) in the office,4,5,5,4,5,5,5,4,4,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,3,3,2,4,4,4,4,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,43,35-44,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Virginia,South
1111,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Administrative or Support Staff,Full-time (5 days) in the office,5,5,4,5,5,5,5,5,4,5,5,4,4,4,5,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,5,4,4,4,5,4,3,3,3,2,3,2,3,30,25-34,Female,Living with my parents,"$25,000 - $49,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Pennsylvania,Northeast
1112,I worked in an office environment most of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Manager,Full time (5 days) working remotely,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,4,4,5,5,5,4,3,4,5,5,5,5,5,4,4,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,31,25-34,Female,Rented apartment,"$80,000 - $99,999",Married,Black or African American,Full-time work,University/Higher Education,Arizona,West
1113,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Manager,Full time (5 days) working remotely,4,5,5,4,5,5,4,3,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,3,3,3,4,3,4,4,3,4,3,3,3,4,3,3,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,3,34,25-34,Male,#NULL!,"$50,000 - $79,999",#NULL!,White,Full-time work,#NULL!,Oklahoma,South
1115,I worked in an office environment most of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Technical Staff,Full-time (5 days) in the office,4,4,4,4,3,5,4,1,3,5,2,4,4,4,3,4,4,4,4,1,5,4,5,4,5,4,4,4,4,3,3,1,3,4,4,4,3,4,5,5,4,4,3,4,5,4,4,4,1,2,3,4,2,3,5,5,5,5,4,5,5,5,1,3,5,3,1,3,36,35-44,Male,Owned house,"$50,000 - $79,999",Married,White,Full-time work,Postgraduate Education,Kentucky,South
1117,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Technical Staff,"4 days working remotely, 1 day in the office",5,5,5,5,5,5,4,5,4,4,5,4,5,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,4,4,5,3,5,4,4,5,4,5,4,4,5,5,4,5,4,5,5,4,4,5,5,5,4,4,5,4,4,41,35-44,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Georgia,South
1122,I worked in an office environment most of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Technical Staff,Full time (5 days) working remotely,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,4,5,3,3,3,3,3,4,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,37,35-44,Female,Rented house,"$50,000 - $79,999",Single / Never married,Hispanic or Latino,Full-time work,University/Higher Education,Texas,South
1123,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Professional Staff,Full time (5 days) working remotely,5,5,4,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,5,2,5,5,5,3,5,3,2,3,5,3,3,3,5,4,2,5,5,5,5,1,3,1,3,3,5,1,5,5,5,5,5,4,5,5,3,1,5,5,2,3,5,5,5,5,5,5,5,25,25-34,Female,Rented apartment,"$25,000 - $49,999",Single / Never married,White,Full-time work,High school/Tertiary/Tech. College,Kentucky,South
1124,I worked in an office environment most of the time,"Foundations / Associations / Organizations (e.g. Non-profit, NGO)",,Professional Staff,"1 day working remotely, 4 days in the office",4,5,4,5,5,5,4,5,4,4,4,5,4,4,4,4,5,5,4,4,3,3,5,5,4,4,5,5,3,5,5,5,5,4,4,4,4,5,5,4,4,4,3,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,3,4,5,5,5,5,4,4,4,5,32,25-34,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Wisconsin,Midwest
1126,I worked in an office environment some of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Technical Staff,"1 day working remotely, 4 days in the office",3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,34,25-34,Male,Rented apartment,"$50,000 - $79,999",Domestic partnership / Living with partner,White,Full-time work,University/Higher Education,Texas,South
1127,I worked in an office environment most of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full-time (5 days) in the office,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,3,4,4,5,5,5,5,2,3,4,5,5,5,2,2,4,3,5,5,5,5,4,4,2,4,4,4,3,5,5,5,5,5,5,5,3,4,3,3,3,3,3,4,4,4,4,4,4,4,26,25-34,Female,Rented house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Arkansas,South
1128,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Manager,Full-time (5 days) in the office,4,5,4,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,3,3,4,3,4,4,5,4,3,4,3,3,4,4,4,5,4,5,5,5,3,5,4,5,5,4,5,5,33,25-34,Female,Owned house,"$0 - $14,999",Widowed,White,Full-time work,Postgraduate Education,Virginia,South
1129,I worked in an office environment most of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full time (5 days) working remotely,4,4,4,4,4,3,4,3,2,4,1,3,4,5,4,5,4,2,4,5,4,2,2,1,4,2,4,4,5,4,4,5,2,2,5,2,4,2,4,2,2,2,2,4,4,2,2,2,2,1,4,3,3,3,4,4,4,4,2,4,4,2,4,1,4,3,2,2,74,55-99,Male,Owned house,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,South Carolina,South
1130,I worked in an office environment most of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Professional Staff,Full time (5 days) working remotely,4,4,4,3,4,5,4,4,3,5,5,4,2,4,3,3,5,5,3,4,4,4,5,5,5,3,4,4,2,4,4,2,2,4,5,3,4,4,5,3,2,4,4,3,2,4,3,4,4,4,5,5,3,5,5,5,5,5,3,5,5,5,3,5,5,4,4,4,27,25-34,Female,Rented apartment,"$150,000 - $199,999",Single / Never married,White,Full-time work,University/Higher Education,Connecticut,Northeast
1131,I worked in an office environment some of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full time (5 days) working remotely,2,5,5,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,3,4,5,4,4,5,4,3,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,23,18-24,Male,Owned apartment,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,New York,Northeast
1132,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Manager,"3 days working remotely, 2 days in the office",1,2,1,5,4,5,1,5,1,4,5,4,1,1,1,5,4,5,1,1,4,4,5,4,5,5,1,1,4,4,3,5,1,1,1,2,4,5,5,2,1,1,2,4,4,1,4,2,2,3,5,4,4,4,5,5,5,5,2,5,5,5,2,3,5,5,5,5,42,35-44,Female,Owned house,"$150,000 - $199,999",Married,White,Full-time work,University/Higher Education,Connecticut,Northeast
1134,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Professional Staff,"4 days working remotely, 1 day in the office",4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,5,3,3,5,4,4,4,3,4,4,4,4,4,3,5,3,3,5,5,4,4,39,35-44,Female,Rented house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Tennessee,South
1136,I worked in an office environment most of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Manager,"3 days working remotely, 2 days in the office",5,5,5,4,4,4,4,4,4,4,2,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,2,3,3,3,4,2,4,4,4,4,4,3,2,2,3,3,2,3,4,4,4,4,4,4,4,3,2,2,3,3,2,3,46,45-54,Female,Owned apartment,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,Florida,South
1137,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Partner/Vice President,Full time (5 days) working remotely,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,3,3,4,4,3,3,56,55-99,Female,Owned house,"$150,000 - $199,999",Married,White,Full-time work,University/Higher Education,Georgia,South
1138,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Director,"3 days working remotely, 2 days in the office",4,3,4,3,4,4,5,4,4,4,5,4,3,4,4,4,4,3,5,4,4,3,4,3,4,4,4,3,4,4,3,5,4,3,5,4,3,2,3,4,2,3,2,4,3,3,1,4,2,3,4,2,5,3,2,3,2,1,3,2,3,4,2,3,1,3,2,2,38,35-44,Male,Owned house,"$100,000 - $149,999",#NULL!,White,Full-time work,Postgraduate Education,Texas,South
1139,I worked in an office environment some of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Administrative or Support Staff,Full time (5 days) working remotely,4,4,4,2,5,5,4,4,3,5,4,4,4,2,3,3,1,1,2,2,2,2,5,2,3,5,4,4,4,4,3,1,4,4,4,4,4,5,5,4,2,4,4,2,1,1,1,2,3,2,4,2,1,1,5,5,5,5,4,5,5,5,3,4,5,2,1,2,35,35-44,Male,Owned house,"$25,000 - $49,999",Married,Black or African American,Full-time work,High school/Tertiary/Tech. College,South Carolina,South
1142,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Administrative or Support Staff,Full-time (5 days) in the office,4,4,2,4,4,5,4,4,4,4,3,4,4,4,2,4,4,3,2,4,2,3,4,4,3,4,3,3,3,4,4,4,2,4,2,2,4,5,5,5,2,4,4,2,4,4,3,3,3,3,5,4,4,4,2,4,4,2,4,4,3,4,3,3,4,4,4,4,34,25-34,Female,Owned house,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,Ohio,Midwest
1143,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Manager,Full time (5 days) working remotely,5,5,4,5,5,5,5,5,4,4,4,4,5,4,4,4,5,5,5,4,4,4,5,3,3,4,4,4,5,4,4,3,4,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,40,35-44,Male,Owned house,"$100,000 - $149,999",Married,Other,Full-time work,High school/Tertiary/Tech. College,California,West
1144,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,4,4,5,3,2,3,3,4,4,3,3,3,4,4,4,4,4,4,3,3,4,4,3,2,3,2,3,2,3,4,3,3,3,4,4,4,2,4,3,4,4,4,4,4,4,2,4,3,4,3,2,3,4,3,4,4,4,3,4,2,3,3,3,3,3,2,3,3,32,25-34,Male,Owned house,"$100,000 - $149,999",Single / Never married,White,Full-time work,University/Higher Education,Connecticut,Northeast
1145,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Professional Staff,"2 days working remotely, 3 days in the office",5,4,2,5,5,5,4,1,4,4,4,4,4,4,4,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,2,4,5,5,5,4,4,4,4,4,4,2,4,4,2,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,37,35-44,Female,Owned house,"$80,000 - $99,999",Married,White,Full-time work,Postgraduate Education,Michigan,Midwest
1146,I worked in an office environment some of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Technical Staff,Full time (5 days) working remotely,4,5,4,3,4,3,4,4,4,4,3,3,5,5,4,5,5,4,5,5,4,5,5,5,4,5,4,4,4,4,3,3,5,5,5,5,3,4,5,3,5,5,3,4,4,5,3,4,3,1,3,3,3,3,5,5,5,5,5,5,5,3,3,1,3,4,3,5,47,45-54,Male,Owned apartment,"$200,000 or more",Married,White,Full-time work,University/Higher Education,Arizona,West
1147,I worked in an office environment all of the time,Other (please specify),Logistics,Professional Staff,Full-time (5 days) in the office,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,3,3,4,5,3,2,4,3,4,3,3,3,3,5,5,5,3,4,5,5,3,3,5,3,3,3,1,3,3,4,4,2,3,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,58,55-99,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,High school/Tertiary/Tech. College,New Hampshire,Northeast
1149,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,1,5,1,2,2,1,2,4,2,4,2,2,1,2,3,2,2,4,2,2,4,2,4,2,2,2,2,2,3,2,2,38,35-44,Female,Owned house,"$80,000 - $99,999",Single / Never married,White,Full-time work,University/Higher Education,New Jersey,Northeast
1150,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Professional Staff,Full time (5 days) working remotely,3,4,4,3,3,3,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4,3,3,4,4,4,3,4,3,4,3,3,3,4,3,3,3,3,3,4,4,3,3,4,4,4,3,4,3,3,4,3,4,3,3,4,4,3,4,3,3,3,3,4,4,3,4,3,31,25-34,Female,Rented apartment,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,Virginia,South
1153,I worked in an office environment most of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Technical Staff,Full time (5 days) working remotely,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,4,4,4,5,4,4,4,5,5,4,5,4,4,5,5,4,4,4,5,5,4,4,4,5,4,5,5,4,4,3,4,4,5,4,4,4,4,4,4,4,5,4,4,3,4,5,5,4,3,40,35-44,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Texas,South
1154,I worked in an office environment most of the time,Other (please specify),Social services,Manager,Full-time (5 days) in the office,4,5,4,4,5,5,4,4,4,4,4,3,4,3,4,4,3,4,3,2,3,4,5,4,3,4,4,3,4,3,3,3,4,3,4,3,3,4,4,3,3,3,3,4,3,4,4,4,2,2,4,4,3,2,4,4,5,3,4,5,4,5,3,4,4,4,4,3,40,35-44,Female,Owned house,"$50,000 - $79,999",Divorced,White,Full-time work,Postgraduate Education,Georgia,South
1155,I worked in an office environment all of the time,Other (please specify),Transportation,Manager,Full-time (5 days) in the office,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,5,5,5,5,4,5,4,5,4,4,5,4,4,4,5,5,4,69,55-99,Male,Owned house,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,Illinois,Midwest
1156,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Professional Staff,Full-time (5 days) in the office,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,3,4,5,5,4,3,3,2,3,4,4,4,5,4,4,4,4,3,4,5,5,5,5,4,5,5,4,4,5,4,4,4,4,62,55-99,Female,Rented apartment,"$25,000 - $49,999",Divorced,White,Full-time work,High school/Tertiary/Tech. College,Missouri,Midwest
1158,I worked in an office environment some of the time,Other (please specify),Counseling,Professional Staff,"4 days working remotely, 1 day in the office",2,4,5,5,5,5,2,3,2,5,5,5,4,1,3,5,4,5,3,2,2,5,5,4,4,5,5,5,4,4,4,3,3,5,4,2,5,5,5,5,2,1,3,1,3,1,2,4,3,4,4,5,3,5,3,3,2,4,3,5,3,3,3,4,4,5,3,4,45,45-54,Female,Rented house,"$25,000 - $49,999",Engaged,White,Full-time work,University/Higher Education,Illinois,Midwest
1159,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Technical Staff,"3 days working remotely, 2 days in the office",4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,40,35-44,Female,Owned house,"$50,000 - $79,999",Single / Never married,Other,Full-time work,University/Higher Education,Florida,South
1160,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Professional Staff,Full-time (5 days) in the office,4,4,4,4,4,4,3,4,4,2,3,3,4,4,4,4,3,4,4,2,4,2,4,3,3,3,4,4,4,3,3,3,3,2,3,3,3,5,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,3,4,3,4,2,2,4,3,2,3,46,45-54,Female,Owned house,"$150,000 - $199,999",Married,Black or African American,Full-time work,University/Higher Education,South Carolina,South
1161,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Administrative or Support Staff,Full time (5 days) working remotely,3,4,3,4,4,3,3,4,4,3,4,3,3,4,3,3,4,4,3,4,4,5,3,4,4,4,2,3,3,4,3,4,3,3,3,4,3,3,4,3,3,3,4,4,3,4,3,3,4,3,4,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,38,35-44,Female,Rented house,"$25,000 - $49,999",Divorced,Black or African American,Full-time work,University/Higher Education,New Jersey,Northeast
1163,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Administrative or Support Staff,Full time (5 days) working remotely,1,1,1,4,5,5,5,5,5,4,5,5,4,4,4,4,5,4,5,4,3,4,5,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,3,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,31,25-34,Male,Rented house,"$25,000 - $49,999",Single / Never married,Hispanic or Latino,Full-time work,University/Higher Education,South Carolina,South
1164,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Manager,Full-time (5 days) in the office,5,5,4,3,5,4,4,5,5,4,5,4,4,5,4,3,3,5,5,5,4,5,5,4,3,4,4,5,5,4,4,4,4,3,5,4,4,4,5,4,4,3,3,3,5,4,4,4,5,3,4,4,3,3,4,4,5,2,2,4,2,3,4,5,3,5,3,2,46,45-54,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Arizona,West
1165,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,4,5,4,3,5,5,3,4,3,4,4,4,4,4,3,5,4,4,3,2,3,3,5,4,4,4,5,4,5,5,5,4,3,4,4,3,4,3,4,3,2,4,2,2,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,5,4,37,35-44,Female,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Delaware,South
1167,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Administrative or Support Staff,Full-time (5 days) in the office,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,3,4,3,3,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,40,35-44,Female,Rented house,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,New York,Northeast
1168,I worked in an office environment all of the time,"Energy (e.g. Gas/Oil, Mining, Utilities, Alternative Energy)",,Professional Staff,"1 day working remotely, 4 days in the office",2,4,2,4,4,4,2,3,2,4,2,3,1,4,2,4,3,4,3,2,2,4,4,3,3,3,3,3,4,4,2,2,3,1,4,2,3,5,4,2,3,1,2,2,2,2,3,4,4,2,4,3,4,4,2,2,2,2,2,2,2,3,4,3,4,3,3,4,42,35-44,Female,Owned apartment,"$80,000 - $99,999",Single / Never married,White,Full-time work,University/Higher Education,Texas,South
1170,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Technical Staff,"2 days working remotely, 3 days in the office",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,2,4,4,3,3,2,3,2,3,4,3,4,4,4,4,4,3,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,30,25-34,Female,Owned apartment,"$100,000 - $149,999",Single / Never married,White,Full-time work,University/Higher Education,North Carolina,South
